elexonBmUnit,nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
T_SFGSD-2,SFGSD-2,T_SFGSD-2,,,ENGIE Power Limited,T,FALSE,St Fergus Compressor,RWETDL,-28,0,C,-0.0347282,-5.692,-5.692,0,0,FALSE,FALSE,,,
,SFIL-1,,48W000000SFIL-1J,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
T_SFILD-1,SFILD-1,T_SFILD-1,,,SSE Generation Ltd,T,FALSE,St. Fillans Station Demand,SSEGEN,-0.2,0,C,-0.0347282,-0.092,-0.092,0,0,FALSE,FALSE,,,
T_SGRWO-1,SGRWO-1,T_SGRWO-1,48W00000SGRWO-1L,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 1,SWEL001,-4.3,358,P,-0.0347282,-1.72,-1.72,143.2,143.2,TRUE,FALSE,,,
T_SGRWO-2,SGRWO-2,T_SGRWO-2,48W00000SGRWO-2J,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 2,SWEL001,-2.64,220,P,-0.0347282,-1.056,-1.056,88,88,TRUE,FALSE,,,
T_SGRWO-3,SGRWO-3,T_SGRWO-3,48W00000SGRWO-3H,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 3,SWEL001,-4.43,374.618,P,-0.0347282,-1.772,-1.772,149.847,149.847,TRUE,FALSE,,,
T_SGRWO-4,SGRWO-4,T_SGRWO-4,48W00000SGRWO-4F,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 4,SWEL001,-2.6,140,P,-0.0347282,-1.04,-1.04,56,56,TRUE,FALSE,,,
T_SGRWO-5,SGRWO-5,T_SGRWO-5,48W00000SGRWO-5D,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 5,SWEL001,-3.42,300,P,-0.0347282,-1.368,-1.368,120,120,TRUE,FALSE,,,
T_SGRWO-6,SGRWO-6,T_SGRWO-6,48W00000SGRWO-6B,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 6,SWEL001,-5.6,380,P,-0.0347282,-2.24,-2.24,152,152,TRUE,FALSE,,,
T_SHBA-1,SHBA-1,T_SHBA-1,48W000000SHBA-1C,CCGT,EP UK INVESTMENTS LIMITED,T,TRUE,SOUTH HUMBER BANK P/S PHASE 1,EPUKI,-10,821.4,P,-0.0041544,-4,-4,328.56,328.56,TRUE,FALSE,,,
T_SHBA-2,SHBA-2,T_SHBA-2,48W000000SHBA-2A,CCGT,EP UK INVESTMENTS LIMITED,T,TRUE,SOUTH HUMBER BANK P/S PHASE 2,EPUKI,-10,580,P,-0.0041544,-4,-4,232,232,TRUE,FALSE,,,
E_SHILB-1,SHILB-1,E_SHILB-1,,OTHER,Octopus Energy Trading Limited,E,TRUE,Shilton Lane BESS,COPPER,-40,40,C,-0.0075273,-3.744,-3.744,3.744,3.744,TRUE,FALSE,_N,South Scotland,
,SHIN-1,,48W100000SHIN-1N,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
,SHIN-2,,48W000000SHIN-2Y,NPSHYD,,,,,,,,,,,,,,FALSE,FALSE,,,
E_SHOS-1,SHOS-1,E_SHOS-1,48W000000SHOS-1N,CCGT,VPI Power Limited,E,TRUE,Shoreham Power Station,SPGEN01,-16,460,P,0.0113381,-6.4,-6.4,184,184,TRUE,FALSE,_J,South Eastern,
T_SHRSW-1,SHRSO-1,T_SHRSW-1,48W00000SHRSO-1Y,WIND,Scira Offshore Energy Limited,T,TRUE,Sheringham Shoal Unit 1,SCIRA,-1.1,158.4,P,0.0027037,-0.44,-0.44,63.36,63.36,TRUE,FALSE,,,
T_SHRSW-2,SHRSO-2,T_SHRSW-2,48W00000SHRSO-2W,WIND,Scira Offshore Energy Limited,T,TRUE,Sheringham Shoal Unit 2,SCIRA,-1.1,158.4,P,0.0027037,-0.44,-0.44,63.36,63.36,TRUE,FALSE,,,
,SIMEC-1,,,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
T_SIZB-1,SIZB-1,T_SIZB-1,48W000000SIZB-1U,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Sizewell B Genrator 1,BEGL001,-20,656.92,P,0.0027037,-8,-8,262.768,262.768,TRUE,FALSE,,,
T_SIZB-2,SIZB-2,T_SIZB-2,48W000000SIZB-2S,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Sizewell B Genrator 2,BEGL001,-20,630,P,0.0027037,-8,-8,252,252,TRUE,FALSE,,,
E_SKELB-1,SKELB-1,E_SKELB-1,,,Tesla Motors Limited,E,TRUE,Skelmersdale Battery,TESLA,-50.642,49.9,P,-0.0032071,-20.257,-20.257,19.96,19.96,TRUE,FALSE,_G,North Western,
M_SLOY-1,SLOY-1,M_SLOY-1,48W000000SLOY-1C,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G1,SSEGEN,-0.1,50,P,-0.0347282,-0.04,-0.04,20,20,TRUE,FALSE,,,
T_SLOY-2,SLOY-2,T_SLOY-2,48W000000SLOY-2A,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G2,SSEGEN,-0.022,41,P,-0.0347282,-0.009,-0.009,16.4,16.4,TRUE,FALSE,,,
T_SLOY-3,SLOY-3,T_SLOY-3,48W000000SLOY-38,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G3,SSEGEN,-0.026,41.46,P,-0.0347282,-0.01,-0.01,16.584,16.584,TRUE,FALSE,,,
M_SLOY-4,SLOY-4,M_SLOY-4,48W000000SLOY-46,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G4,SSEGEN,-0.02,40,P,-0.0347282,-0.008,-0.008,16,16,TRUE,FALSE,,,
T_SLOYD-1,SLOYD-1,T_SLOYD-1,,,SSE Generation Ltd,T,FALSE,Sloy Station Demand,SSEGEN,-1,0,C,-0.0347282,-0.457,-0.457,0,0,FALSE,FALSE,,,
,SOFOW-11,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
,SOFOW-12,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
,SOFOW-21,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
,SOFOW-22,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
T_SOFOW-11,SOFWO-11,T_SOFOW-11,,,Sofia Offshore Wind Farm Ltd,T,TRUE,Sofia Offshore Wind BMU 1,SOFIA,-15,457,P,-0.005034,-6,-6,182.8,182.8,TRUE,FALSE,,,
T_SOFOW-12,SOFWO-12,T_SOFOW-12,,,Sofia Offshore Wind Farm Ltd,T,TRUE,Sofia Offshore Wind BMU 2,SOFIA,-15,457,P,-0.005034,-6,-6,182.8,182.8,TRUE,FALSE,,,
T_SOFOW-21,SOFWO-21,T_SOFOW-21,,,Sofia Offshore Wind Farm Ltd,T,TRUE,Sofia Offshore Wind BMU 3,SOFIA,-15,457,P,-0.005034,-6,-6,182.8,182.8,TRUE,FALSE,,,
T_SOFOW-22,SOFWO-22,T_SOFOW-22,,,Sofia Offshore Wind Farm Ltd,T,TRUE,Sofia Offshore Wind BMU 4,SOFIA,-15,457,P,-0.005034,-6,-6,182.8,182.8,TRUE,FALSE,,,
T_SOKYW-1,SOKYW-1,T_SOKYW-1,,WIND,South Kyle Wind Farm Limited,T,TRUE,South Kyle Wind Farm,GBSKYL,-2,426.916,P,-0.0075273,-0.8,-0.8,170.766,170.766,TRUE,FALSE,,,
E_SOLUTIA,SOLUU-1,E_SOLUTIA,,,UK Power Reserve Limited,E,TRUE,Solutia Power Station,UKPR,0,15.8,C,0.0200976,0,0,6.32,6.32,TRUE,FALSE,_K,South Wales,
,SPEY-1,,,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
T_SPLN-1,SPLN-1,T_SPLN-1,48W000000SPLN-1A,CCGT,Spalding Energy Company Ltd,T,TRUE,Spalding Power Station,SPAL,-10,950,P,0.0088925,-4,-4,380,380,TRUE,FALSE,,,
2__NIMPO000,SSC-ATL01,2__NIMPO000,,,SSE Energy Supply Limited,G,TRUE,IMPO South Scotland,SSE,-168.24,81,C,-0.0075273,-69.836,-47.965,33.623,23.093,FALSE,FALSE,_N,South Scotland,
2__NAXPO000,SSC-AXPO1,2__NAXPO000,,,AXPO UK LIMITED,G,FALSE,2__NAXPO000,EGLUK,-22,90,C,-0.0075273,24.891,28.939,-101.826,-118.386,FALSE,FALSE,_N,South Scotland,
2__NBGAS000,SSC-BGS01,2__NBGAS000,,,British Gas Trading Ltd,G,TRUE,2__NBGAS000,BRITGAS,-2.468,1.317,C,-0.0075273,-1.136,-1.213,0.606,0.647,FALSE,FALSE,_N,South Scotland,
2__NBIZZ000,SSC-BIZ01,2__NBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__NBIZZ000,BRITGAS,-36.709,0,C,-0.0075273,-19.595,-15.062,0,0,FALSE,FALSE,_N,South Scotland,
2__NECON000,SSC-ECO01,2__NECON000,,,E.ON Energy Solutions Limited,G,TRUE,2__NECON000,PGENERGY,0,0,C,-0.0070039,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NEDFE000,SSC-EDF01,2__NEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_South Scotland,LENCO,-130.622,8,C,-0.0075273,-80.92,-78.83,4.956,4.828,FALSE,FALSE,_N,South Scotland,
2__NEDIR000,SSC-EDR01,2__NEDIR000,,,British Gas Trading Ltd,G,TRUE,2__NEDIR000,BRITGAS,0,0,C,-0.0054721,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NENRD000,SSC-ENR01,2__NENRD000,,,British Gas Trading Ltd,G,TRUE,2__NENRD000,BRITGAS,-159.168,60,C,-0.0075273,-77.849,-54.324,29.346,20.478,FALSE,FALSE,_N,South Scotland,
2__NEOND000,SSC-EON01,2__NEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__NEOND000,NITTWO01,-157.609,2,C,-0.0075273,-94.628,-90.357,1.201,1.147,FALSE,FALSE,_N,South Scotland,
2__NEENG000,SSC-EST01,2__NEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__NEENG000,PGENERGY,0,0,C,-0.0122412,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NRWED000,SSC-GDF01,2__NRWED000,,,ENGIE Power Limited,G,TRUE,2__NRWED000,RWETDL,-64.07,210,C,-0.0075273,-23.11,-28.434,75.747,93.198,FALSE,FALSE,_N,South Scotland,
2__NHPOW000,SSC-HPW01,2__NHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__NHPOW000,HAVEN,-124.808,52,C,-0.0075273,-91.06,-75.097,37.939,31.288,FALSE,FALSE,_N,South Scotland,
2__NHAVE000,SSC-HVN01,2__NHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__NHAVE000,HAVEN,0,113.1,C,-0.0075273,0,0,24.882,24.882,FALSE,FALSE,_N,South Scotland,
2__NINDE000,SSC-INE01,2__NINDE000,,,npower limited,G,TRUE,INDE Scottish Power,NEEB,-4.42,0,C,-0.0070039,-1.675,-1.218,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NLOND000,SSC-LON01,2__NLOND000,,,EDF Energy Customers Limited,G,TRUE,Default LOND BMU for _N,LENCO,-550,32,C,-0.0075273,-272.415,-177.54,15.85,10.33,FALSE,FALSE,_N,South Scotland,
2__NMIDE000,SSC-MID01,2__NMIDE000,,,Npower Limited,G,TRUE,NPEC Scottish Power Area MIDE,NPOWER01,-1.1,0,C,-0.0070039,-0.579,-0.603,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NMANW000,SSC-MNW01,2__NMANW000,,,ScottishPower Energy Retail,G,TRUE,2__NMANW000,SPSUP01,-1,0,C,-0.0075273,-0.27,-0.274,0,0,FALSE,FALSE,_N,South Scotland,
2__NNEEB000,SSC-NEE01,2__NNEEB000,,,npower limited,G,TRUE,Scottish Power,NEEB,-8.78,0,C,-0.0070039,-5.505,-5.263,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NNATP000,SSC-NPE01,2__NNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Scottish Power Area NATP,NPOWER02,-172,114,C,-0.0075273,-79.653,-42.364,52.793,28.078,FALSE,FALSE,_N,South Scotland,
2__NMRCY000,SSC-OCT01,2__NMRCY000,,,Octopus Energy Limited,G,TRUE,2__NMRCY000,MERCURY,-451.764,3.4,C,-0.0075273,-242.191,-246.708,1.823,1.857,FALSE,FALSE,_N,South Scotland,
2__NOGAS000,SSC-OGA01,2__NOGAS000,,,British Gas Trading Ltd,G,TRUE,2__NOGAS000,BRITGAS,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NOVOE000,SSC-OVO01,2__NOVOE000,,,OVO Electricity Ltd,G,FALSE,2__NOVOE000,OVOE,-150.6,0,C,-0.0075273,-77.77,-81.58,0,0,FALSE,FALSE,_N,South Scotland,
2__NEMEB000,SSC-PGE01,2__NEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__NEMEB000,PGENERGY,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NPGEN000,SSC-PGU01,2__NPGEN000,,,E.ON UK plc,G,TRUE,2__NPGEN000,POWERGEN,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NSEEB000,SSC-SEE01,2__NSEEB000,,,EDF Energy Customers Limited,G,TRUE,Default SEEB BMU for _N,LENCO,-2,0,C,-0.0075273,-0.833,-0.738,0,0,FALSE,FALSE,_N,South Scotland,
2__NSMAR000,SSC-SEL01,2__NSMAR000,,,Smartestenergy Limited,G,TRUE,2__NSMAR000,SMARTEST,-95.101,0,C,-0.0075273,-66.856,-52.924,0,0,FALSE,FALSE,_N,South Scotland,
2__NSPOW000,SSC-SPC01,2__NSPOW000,,,ScottishPower Energy Retail,G,TRUE,2__NSPOW000,SPSUP01,-446,4.8,C,-0.0075273,-231.831,-226.479,2.495,2.437,FALSE,FALSE,_N,South Scotland,
2__NHYDE000,SSC-SSE01,2__NHYDE000,,,OVO Electricity Ltd,G,TRUE,HYDE South Scotland,OVOE,0,0,C,-0.0054721,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NSOUT000,SSC-STH01,2__NSOUT000,,,OVO Electricity Ltd,G,TRUE,SOUT South Scotland,OVOE,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NSWAE000,SSC-SWA01,2__NSWAE000,,,OVO Electricity Ltd,G,FALSE,SWAE South Scotland,OVOE,0,0,C,-0.0054721,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NSWEB000,SSC-SWT01,2__NSWEB000,,,EDF Energy Customers Limited,G,TRUE,Default SWEB BMU for _N,LENCO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__NSYMB000,SSC-SYM01,2__NSYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__NSYMB000,NITTWO01,0,0,C,-0.010788,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
2__NTGPL000,SSC-TFE01,2__NTGPL000,,,TotalEnergies Gas & Power Ltd,G,FALSE,2__NTGPL000,TFEGP,-135.331,4,C,-0.0075273,-94.001,-78.979,2.778,2.334,FALSE,FALSE,_N,South Scotland,
2__NTILL000,SSC-TIL01,2__NTILL000,,,British Gas Trading Ltd,G,TRUE,2__NTILL000,BRITGAS,-363.621,0,C,-0.0075273,-192.21,-200.864,0,0,FALSE,FALSE,_N,South Scotland,
2__NYELG000,SSC-YEP01,2__NYELG000,,,npower limited,G,TRUE,_N Default BM Scottish Power,YE,0,0,C,-0.0070039,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
E_STALB-1,STALB-1,E_STALB-1,,,KXP Immingham Ltd,E,TRUE,KXP Immingham BESS,KXPIMM,-82.649,80.844,C,-0.0041544,-1.281,-1.281,1.253,1.253,FALSE,FALSE,_M,Yorkshire,
T_STAY-1,STAY-1,T_STAY-1,48W000000STAY-1Y,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 1,INNOGY01,-15,464,P,0.0088925,-6,-6,185.6,185.6,TRUE,FALSE,,,
T_STAY-2,STAY-2,T_STAY-2,48W000000STAY-2W,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 2,INNOGY01,-15,464,P,0.0088925,-6,-6,185.6,185.6,TRUE,FALSE,,,
T_STAY-3,STAY-3,T_STAY-3,48W000000STAY-3U,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 3,INNOGY01,-15,464,P,0.0088925,-6,-6,185.6,185.6,TRUE,FALSE,,,
T_STAY-4,STAY-4,T_STAY-4,48W000000STAY-4S,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 4,INNOGY01,-15,464,P,0.0088925,-6,-6,185.6,185.6,TRUE,FALSE,,,
,STCR-1,,48W000000STCR-1F,BIOMASS,,,,,,,,,,,,,,FALSE,FALSE,,,
2__HIMPO000,STH-ATL01,2__HIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__HIMPO000,SSE,-242.762,0,C,0.0239908,-161.534,-135.655,0,0,FALSE,FALSE,_H,Southern,
2__HAXPO000,STH-AXPO1,2__HAXPO000,,,AXPO UK LIMITED,G,FALSE,2__HAXPO000,EGLUK,-42,75,C,0.0239908,27.451,37.955,-49.02,-67.778,FALSE,FALSE,_H,Southern,
2__HBGAS000,STH-BGS01,2__HBGAS000,,,British Gas Trading Ltd,G,TRUE,2__HBGAS000,BRITGAS,-4.165,4.051,C,0.0239908,-1.95,-2.077,1.897,2.02,FALSE,FALSE,_H,Southern,
2__HBIZZ000,STH-BIZ01,2__HBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__HBIZZ000,BRITGAS,-80.79,0,C,0.0239908,-42.786,-33.463,0,0,FALSE,FALSE,_H,Southern,
2__HEELC000,STH-EAS01,2__HEELC000,,,E.ON Energy Solutions Limited,G,TRUE,2__HEELC000,PGENERGY,0,0,C,0.0208273,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HEDFE000,STH-EDF01,2__HEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_Southern,LENCO,-248.808,0,C,0.0239908,-156.45,-155.132,0,0,FALSE,FALSE,_H,Southern,
2__HEDIR000,STH-EDR01,2__HEDIR000,,,British Gas Trading Ltd,G,TRUE,2__HEDIR000,BRITGAS,0,0,C,0.0164654,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HENRD000,STH-ENR01,2__HENRD000,,,British Gas Trading Ltd,G,TRUE,2__HENRD000,BRITGAS,-298.963,4,C,0.0239908,-172.382,-128.614,2.306,1.721,FALSE,FALSE,_H,Southern,
2__HEOND000,STH-EON01,2__HEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__HEOND000,NITTWO01,-339.752,2,C,0.0239908,-206.909,-206.501,1.218,1.216,FALSE,FALSE,_H,Southern,
2__HEENG000,STH-EST01,2__HEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__HEENG000,PGENERGY,0,0,C,0.0173987,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HRWED000,STH-GDF01,2__HRWED000,,,ENGIE Power Limited,G,TRUE,2__HRWED000,RWETDL,-150,18,C,0.0239908,-100.92,-86.835,12.11,10.42,FALSE,FALSE,_H,Southern,
2__HHPOW000,STH-HPW01,2__HHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__HHPOW000,HAVEN,-301.003,38,C,0.0239908,-253.896,-229.695,32.053,28.998,FALSE,FALSE,_H,Southern,
2__HHAVE000,STH-HVN01,2__HHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__HHAVE000,HAVEN,0,61.12,C,0.0239908,0,0,13.446,13.446,FALSE,FALSE,_H,Southern,
2__HINDE000,STH-INE01,2__HINDE000,,,npower limited,G,TRUE,INDE SOUTHERN,NEEB,-11.86,0,C,0.0178854,-5.699,-4.859,0,0,FALSE,FALSE,_H,Southern,
2__HLOND000,STH-LON01,2__HLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid SOUT,LENCO,-664.522,0,C,0.0239908,-463.637,-379.176,0,0,FALSE,FALSE,_H,Southern,
2__HNUCE000,STH-MEC01,2__HNUCE000,,,NDA,G,FALSE,2__HNUCE000,MAGNOX,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HMIDE000,STH-MID01,2__HMIDE000,,,Npower Limited,G,TRUE,NPEC Southern Area MIDE,NPOWER01,-2.48,0,C,0.0178854,-1.36,-1.425,0,0,FALSE,FALSE,_H,Southern,
2__HMANW000,STH-MNW01,2__HMANW000,,,ScottishPower Energy Retail,G,FALSE,2__HMANW000,SPSUP01,-1,0,C,0.0239908,-0.55,-0.583,0,0,FALSE,FALSE,_H,Southern,
2__HNEEB000,STH-NEE01,2__HNEEB000,,,npower limited,G,TRUE,2__HNEEB000,NEEB,-16.7,0,C,0.0178854,-10.271,-10.139,0,0,FALSE,FALSE,_H,Southern,
2__HNATP000,STH-NPE01,2__HNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Southern Area NATP,NPOWER02,-280,76,C,0.0239908,-201.516,-163.632,54.697,44.414,FALSE,FALSE,_H,Southern,
2__HNORW000,STH-NWP01,2__HNORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__HNORW000,PGENERGY,0,0,C,0.0135383,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HMRCY000,STH-OCT01,2__HMRCY000,,,Octopus Energy Limited,G,TRUE,2__HMRCY000,MERCURY,-933.799,13.4,C,0.0239908,-522.647,-543.751,7.5,7.803,FALSE,FALSE,_H,Southern,
2__HOGAS000,STH-OGA01,2__HOGAS000,,,British Gas Trading Ltd,G,TRUE,2__HOGAS000,BRITGAS,-0.002,0,C,0.0239908,-0.001,-0.001,0,0,FALSE,FALSE,_H,Southern,
2__HOVOE000,STH-OVO01,2__HOVOE000,,,OVO Electricity Ltd,G,FALSE,2__HOVOE000,OVOE,-627.2,0,C,0.0239908,-361.518,-383.407,0,0,FALSE,FALSE,_H,Southern,
2__HEMEB000,STH-PGE01,2__HEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__HEMEB000,PGENERGY,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HPGEN000,STH-PGU01,2__HPGEN000,,,E.ON UK plc,G,TRUE,2__HPGEN000,POWERGEN,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HRENC000,STH-RNW01,2__HRENC000,,,ECOTRICITY LIMITED,G,FALSE,2__HRENC000,RENC,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HSEEB000,STH-SEE01,2__HSEEB000,,,EDF Energy Customers Limited,G,TRUE,2__HSEEB000,LENCO,-2,0,C,0.0239908,-0.829,-0.737,0,0,FALSE,FALSE,_H,Southern,
2__HSMAR000,STH-SEL01,2__HSMAR000,,,Smartestenergy Limited,G,TRUE,2__HSMAR000,SMARTEST,-335.036,0,C,0.0239908,-278.448,-250.339,0,0,FALSE,FALSE,_H,Southern,
2__HSPOW000,STH-SPC01,2__HSPOW000,,,ScottishPower Energy Retail,G,TRUE,2__HSPOW000,SPSUP01,-231.4,0,C,0.0239908,-141.663,-141.941,0,0,FALSE,FALSE,_H,Southern,
2__HHYDE000,STH-SSE01,2__HHYDE000,,,OVO Electricity Ltd,G,TRUE,SSE SBMU1 - Southern GSPG,OVOE,0,0,C,0.0164654,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HSOUT000,STH-STH01,2__HSOUT000,,,OVO Electricity Ltd,G,TRUE,SE SBMU1 - Southern GSPG,OVOE,-2.48,0,C,0.0239908,-1.028,-0.914,0,0,FALSE,FALSE,_H,Southern,
2__HSWAE000,STH-SWA01,2__HSWAE000,,,OVO Electricity Ltd,G,TRUE,SWA SBMU1 - Southern GSPG,OVOE,0,0,C,0.0164654,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HSWEB000,STH-SWT01,2__HSWEB000,,,EDF Energy Customers Limited,G,TRUE,SWEB Default BMUid SOUT,LENCO,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HSYMB000,STH-SYM01,2__HSYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__HSYMB000,NITTWO01,0,0,C,0.0250176,0,0,0,0,FALSE,FALSE,_H,Southern,
2__HTGPL000,STH-TFE01,2__HTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__HTGPL000,TFEGP,-257.229,912.53,C,0.0239908,-167.868,-145.206,595.517,515.123,FALSE,FALSE,_H,Southern,
2__HTILL000,STH-TIL01,2__HTILL000,,,British Gas Trading Ltd,G,TRUE,2__HTILL000,BRITGAS,-513.226,0,C,0.0239908,-276.526,-290.435,0,0,FALSE,FALSE,_H,Southern,
2__HYELG000,STH-YEP01,2__HYELG000,,,npower limited,G,TRUE,_H  Default BM Southern,YE,-0.02,0,C,0.0178854,-0.011,-0.011,0,0,FALSE,FALSE,_H,Southern,
T_STLGW-1,STLGW-1,T_STLGW-1,48W00000STLGW-1E,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 1,STLG,-2.755,108,P,-0.0347282,-1.102,-1.102,43.2,43.2,TRUE,FALSE,,,
T_STLGW-2,STLGW-2,T_STLGW-2,48W00000STLGW-2C,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 2,STLG,-2,108,P,-0.0347282,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
T_STLGW-3,STLGW-3,T_STLGW-3,48W00000STLGW-3A,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 3,STLG,-3.316,108,P,-0.0347282,-1.326,-1.326,43.2,43.2,TRUE,FALSE,,,
,STPSW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
T_STRNW-1,STRNW-1,T_STRNW-1,48W00000STRNW-1H,WIND,Strathy Wind Farm Limited,T,TRUE,Strathy North Wind Farm 1,STRTHWFL,-0.6,70,P,-0.0347282,-0.24,-0.24,28,28,TRUE,FALSE,,,
E_SUDME-1,SUDME-1,E_SUDME-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Sudmeadow,CONRAD,-1.1,40,C,0.0178442,-0.44,-0.44,16,16,TRUE,FALSE,_E,Midlands,
T_SUNDB-1,SUNDB-1,T_SUNDB-1,,,Pivoted Power LLP,T,TRUE,SUNDON BESS,PIVOT,-57,50.246,C,0.0027037,-22.8,-22.8,20.098,20.098,TRUE,FALSE,,,
T_SUTB-1,SUTB-1,T_SUTB-1,48W000000SUTB-1P,CCGT,SUTTON BRIDGE POWER GENERATION,T,TRUE,BMUid for Sutton Bridge Power,SUTTBRGE,-8,850,P,0.0027037,-3.2,-3.2,340,340,TRUE,FALSE,,,
T_SUTBS-1,SUTBS-1,T_SUTBS-1,48W00000SUTBS-10,OTHER,EDF Energy Customers Limited,T,TRUE,Sutton Bridge Solar Farm,LENCO,-2,52,C,0.0027037,-0.8,-0.8,20.8,20.8,TRUE,FALSE,,,
